Geneid,LNCAP_Hypoxia_S2,PC3_Normoxia_S2,LNCAP_Hypoxia_S1,LNCAP_Normoxia_S2,PC3_Normoxia_S1,PC3_Hypoxia_S2,PC3_Hypoxia_S1,LNCAP_Normoxia_S1
ENSG00000298346,0,0,0,0,0,0,0,0
ENSG00000298347,0,0,0,0,0,0,0,0
ENSG00000298348,0,0,0,0,0,0,0,0
ENSG00000298349,0,0,0,0,0,0,0,0
ENSG00000298350,0,0,0,0,0,0,0,0
ENSG00000298351,0,0,0,0,0,0,0,2
ENSG00000298352,0,0,0,0,0,0,0,0
ENSG00000298354,0,0,0,0,0,0,0,0
ENSG00000298355,0,0,0,0,0,0,0,0
ENSG00000298356,0,0,0,0,0,0,0,0
ENSG00000298357,5,2,11,10,0,0,1,12
ENSG00000298358,0,0,0,0,0,0,0,0
ENSG00000298359,0,0,0,0,0,0,0,0
ENSG00000298360,10,2,5,3,1,1,5,1
ENSG00000298361,10,5,4,8,4,2,5,3
ENSG00000298362,0,0,0,0,0,0,0,0
ENSG00000298363,0,0,0,0,0,1,0,0
ENSG00000298364,1,0,1,0,0,0,1,1
ENSG00000298365,0,1,0,0,0,0,0,0
ENSG00000298366,0,0,0,0,0,0,0,0
ENSG00000298367,0,0,0,0,0,0,0,0
ENSG00000298368,0,0,0,0,0,0,0,0
ENSG00000298369,0,0,0,0,0,0,0,0
ENSG00000298370,0,0,0,0,0,1,2,0
ENSG00000298371,0,1,0,0,0,0,0,0
ENSG00000298372,0,0,0,0,0,0,0,0
ENSG00000298373,172,1,166,127,0,3,1,164
ENSG00000298374,0,0,0,0,0,0,0,0
ENSG00000298375,0,0,0,0,1,0,1,0
ENSG00000298376,23,0,20,49,0,0,0,35
ENSG00000298377,0,0,0,0,0,0,0,0
ENSG00000298378,0,0,0,0,0,0,0,0
ENSG00000298379,5,1,0,3,1,0,2,1
ENSG00000298380,0,1,0,0,1,1,3,0
ENSG00000298381,24,0,17,19,0,0,1,17
ENSG00000298382,15,0,11,12,0,1,0,8
ENSG00000298383,3,0,0,0,0,0,1,1
ENSG00000298384,0,0,0,0,0,0,0,0
ENSG00000298385,1,0,1,9,0,0,0,2
ENSG00000298386,0,1,0,0,0,0,0,0
ENSG00000298387,2,6,4,4,0,0,1,10
ENSG00000298388,0,0,0,0,0,0,1,0
ENSG00000298389,0,0,0,0,0,0,0,0
ENSG00000298390,26,8,15,10,5,0,7,4
ENSG00000298391,0,0,0,0,0,0,0,0
ENSG00000298392,3,2,0,0,0,1,0,2
ENSG00000298393,0,0,0,0,0,0,0,0
ENSG00000298394,0,0,0,0,0,0,0,0
ENSG00000298395,0,0,0,0,0,0,0,0
ENSG00000298396,5,4,8,1,4,2,5,7
ENSG00000298397,0,0,0,0,0,0,0,0
ENSG00000298398,0,0,0,0,0,0,0,0
ENSG00000298399,0,0,0,0,0,0,0,0
ENSG00000298400,3,0,0,0,0,0,2,0
ENSG00000298401,1,2,1,1,1,0,1,4
ENSG00000298402,0,0,0,0,0,0,0,1
ENSG00000298403,0,0,0,0,0,0,0,0
ENSG00000298404,0,0,0,0,0,0,0,0
ENSG00000298405,0,0,0,0,0,0,0,0
ENSG00000298406,0,0,0,1,0,0,0,0
ENSG00000298407,0,0,0,0,0,0,0,0
ENSG00000298408,0,0,0,0,0,0,0,0
ENSG00000298409,0,0,0,0,0,0,0,0
ENSG00000298410,0,0,0,0,0,0,0,0
ENSG00000298411,0,0,0,0,0,0,0,0
ENSG00000298412,0,0,0,0,0,0,0,0
ENSG00000298413,84,7,62,69,2,3,5,100
ENSG00000298414,0,2,1,5,0,0,0,1
ENSG00000298415,0,0,0,0,0,0,0,0
ENSG00000298416,0,0,0,0,0,0,0,3
ENSG00000298417,0,0,0,0,0,0,0,0
ENSG00000298418,0,0,0,0,0,0,0,0
ENSG00000298419,0,0,0,0,1,0,3,0
ENSG00000298420,0,3,0,0,1,1,1,0
ENSG00000298421,0,0,0,0,0,0,0,0
ENSG00000298422,0,0,1,0,0,0,0,1
ENSG00000298423,0,0,0,0,0,1,0,0
ENSG00000298424,0,0,0,0,0,0,0,0
ENSG00000298425,0,0,0,0,0,0,0,0
ENSG00000298426,0,0,0,0,0,0,0,1
ENSG00000298427,0,0,1,0,0,0,0,0
ENSG00000298428,0,0,0,0,0,0,0,0
ENSG00000298429,0,0,0,0,0,0,0,0
ENSG00000298430,19,17,30,33,10,3,19,33
ENSG00000298431,0,0,0,0,0,0,1,0
ENSG00000298432,0,0,0,0,0,0,0,0
ENSG00000298433,9,6,4,0,1,0,2,1
ENSG00000298434,1,5,1,0,3,1,2,0
ENSG00000298435,1,0,0,0,0,0,0,0
ENSG00000298436,0,0,0,0,0,0,0,0
ENSG00000298437,0,0,0,0,0,0,0,0
ENSG00000298438,0,0,0,0,0,0,0,0
ENSG00000298439,0,0,0,0,0,0,0,0
ENSG00000298440,0,0,0,0,0,0,0,0
ENSG00000298441,0,0,0,0,0,0,0,0
ENSG00000298442,0,0,1,3,0,0,0,0
ENSG00000298443,0,0,0,0,0,0,0,0
ENSG00000298444,0,0,0,0,0,0,2,0
ENSG00000298445,0,0,0,0,0,0,0,0
ENSG00000298446,0,0,0,0,0,0,0,0
ENSG00000298447,0,0,0,0,0,0,0,0
ENSG00000298448,0,0,0,0,0,0,1,0
ENSG00000298449,0,0,0,0,1,0,0,0
ENSG00000298450,0,0,0,0,0,0,0,0
ENSG00000298451,1,0,0,0,0,0,0,0
ENSG00000298452,0,0,0,0,0,0,0,0
ENSG00000298453,1,0,0,0,0,0,0,0
ENSG00000298454,0,0,0,0,0,0,0,0
ENSG00000298455,0,0,0,0,0,0,0,0
ENSG00000298456,0,0,0,0,0,0,0,0
ENSG00000298457,4,36,16,44,12,10,31,34
ENSG00000298458,0,0,0,0,0,0,0,0
ENSG00000298459,0,0,0,0,0,0,0,0
ENSG00000298461,2,2,7,5,0,1,0,8
ENSG00000298462,0,1,0,0,0,0,0,0
ENSG00000298463,0,0,0,0,0,0,0,0
ENSG00000298464,0,0,0,1,0,0,0,0
ENSG00000298465,0,0,0,0,0,0,0,0
ENSG00000298466,0,0,0,0,0,0,0,0
ENSG00000298467,0,0,0,0,0,0,0,0
ENSG00000298468,2,10,3,1,5,7,12,0
ENSG00000298469,1,0,0,0,0,1,0,0
ENSG00000298470,0,5,0,1,3,2,0,1
ENSG00000298471,0,0,0,0,0,0,0,0
ENSG00000298472,0,2,0,0,2,1,3,2
ENSG00000298473,0,0,0,0,0,0,0,0
ENSG00000298474,0,0,0,0,0,0,0,0
ENSG00000298475,0,0,0,0,0,0,0,0
ENSG00000298476,0,0,0,0,0,0,0,0
ENSG00000298477,0,0,0,0,0,0,0,0
ENSG00000298478,0,0,0,0,0,0,0,0
ENSG00000298479,0,2,0,0,0,0,0,0
ENSG00000298480,0,0,0,0,0,0,0,0
ENSG00000298481,0,0,1,0,0,0,1,0
ENSG00000298482,0,0,0,0,0,0,0,0
ENSG00000298483,0,0,0,0,0,0,0,0
ENSG00000298484,0,19,7,1,12,7,30,0
ENSG00000298485,0,0,0,0,0,0,0,0
ENSG00000298486,0,2,0,0,0,0,2,0
ENSG00000298487,0,0,0,0,0,0,0,1
ENSG00000298488,0,0,0,0,0,0,0,0
ENSG00000298489,0,0,0,0,0,0,0,0
ENSG00000298490,0,0,0,0,0,0,0,0
ENSG00000298491,0,0,0,0,0,0,0,0
ENSG00000298492,0,0,0,3,0,0,0,0
ENSG00000298493,0,0,0,0,0,0,0,0
ENSG00000298494,0,0,0,1,0,0,0,0
ENSG00000298495,0,0,0,0,0,1,3,3
ENSG00000298496,0,0,0,0,0,0,0,0
ENSG00000298497,0,0,0,0,0,0,0,0
ENSG00000298498,0,0,0,0,0,0,0,0
ENSG00000298499,1,0,0,0,0,0,0,0
ENSG00000298500,1,0,1,0,0,0,2,3
ENSG00000298501,0,0,0,0,0,0,0,0
ENSG00000298502,0,0,0,2,0,0,1,2
ENSG00000298503,0,0,0,0,0,0,0,0
ENSG00000298504,0,0,0,0,0,0,0,0
ENSG00000298505,0,26,0,0,4,11,23,0
ENSG00000298506,0,0,0,0,0,0,0,0
ENSG00000298507,0,0,0,0,0,0,0,0
ENSG00000298508,0,0,0,0,0,0,0,0
ENSG00000298509,0,5,0,0,1,1,4,0
ENSG00000298510,1,0,0,0,0,0,0,0
ENSG00000298511,0,2,0,0,0,0,0,0
ENSG00000298512,0,0,0,0,0,0,0,0
ENSG00000298513,0,1,0,3,0,0,0,5
ENSG00000298514,0,0,0,0,0,0,0,0
ENSG00000298515,0,2,0,0,0,0,0,0
ENSG00000298516,0,0,0,0,0,0,0,0
ENSG00000298517,0,0,0,0,0,0,0,0
ENSG00000298518,0,0,0,0,0,0,0,0
ENSG00000298519,0,0,0,0,0,0,0,1
ENSG00000298520,6,13,2,4,8,5,14,8
ENSG00000298521,0,0,3,0,0,0,0,0
ENSG00000298522,0,0,0,0,0,0,0,0
ENSG00000298523,0,0,0,0,0,0,0,0
ENSG00000298524,0,1,1,0,0,0,1,0
ENSG00000298525,0,0,0,0,0,0,0,0
ENSG00000298526,0,2,0,0,0,0,0,0
ENSG00000298527,0,0,2,0,0,0,0,0
ENSG00000298528,0,0,0,0,0,0,0,0
ENSG00000298530,0,0,0,0,0,0,0,0
ENSG00000298531,0,0,0,0,0,0,0,0
ENSG00000298532,0,0,0,0,0,0,0,4
ENSG00000298533,1,0,0,0,0,0,0,0
ENSG00000298534,0,0,0,0,0,0,0,0
ENSG00000298535,0,0,0,0,0,0,0,0
ENSG00000298536,0,0,0,0,0,0,0,0
ENSG00000298537,0,3,0,0,0,0,0,0
ENSG00000298538,0,0,0,0,0,0,0,1
ENSG00000298539,16,1,24,16,1,0,2,18
ENSG00000298540,0,0,0,0,0,0,0,0
ENSG00000298541,0,0,0,0,0,0,0,0
ENSG00000298542,0,0,0,0,0,0,0,0
ENSG00000298543,0,0,0,1,0,0,0,0
ENSG00000298544,2,7,0,0,1,3,7,2
ENSG00000298545,2,0,0,1,0,0,0,0
ENSG00000298546,0,0,0,0,0,0,0,0
ENSG00000298547,0,0,0,2,0,0,0,0
ENSG00000298548,0,0,0,0,0,0,0,0
ENSG00000298549,0,0,0,0,0,0,0,0
ENSG00000298550,0,0,0,0,0,0,0,0
ENSG00000298551,0,0,0,0,0,0,0,0
ENSG00000298552,3,1,1,4,0,0,1,4
ENSG00000298553,173,12,129,160,5,4,10,180
ENSG00000298554,0,0,0,0,0,0,0,0
ENSG00000298555,0,1,0,0,0,0,0,0
ENSG00000298556,5,0,0,1,0,0,0,0
ENSG00000298557,0,0,0,0,0,0,0,0
ENSG00000298558,0,0,0,0,0,0,2,2
ENSG00000298559,0,0,0,0,0,0,2,0
ENSG00000298560,0,0,0,0,0,0,0,0
ENSG00000298561,0,0,0,0,0,0,0,0
ENSG00000298562,0,0,0,0,0,0,0,0
ENSG00000298563,0,0,0,0,0,0,0,0
ENSG00000298564,0,0,0,0,0,0,0,0
ENSG00000298565,0,1,2,4,0,0,1,1
ENSG00000298566,0,0,0,0,0,0,0,0
ENSG00000298567,3,1,2,3,0,0,0,0
ENSG00000298568,0,0,0,0,0,0,0,0
ENSG00000298569,2,2,0,1,0,0,0,3
ENSG00000298570,0,0,0,0,0,0,0,0
ENSG00000298571,0,0,0,1,0,0,0,2
ENSG00000298572,0,0,0,0,0,0,0,0
ENSG00000298573,0,0,0,0,0,0,0,0
ENSG00000298574,0,0,0,0,0,0,0,0
ENSG00000298575,0,0,0,0,0,0,0,0
ENSG00000298576,0,0,0,0,0,0,0,0
ENSG00000298577,0,0,0,0,0,0,0,0
ENSG00000298578,0,0,0,0,0,0,0,0
ENSG00000298579,0,0,0,0,0,0,0,0
ENSG00000298580,2,21,2,11,13,5,11,8
ENSG00000298581,0,0,0,0,0,0,0,0
ENSG00000298582,0,0,0,0,0,0,0,0
ENSG00000298583,0,2,3,1,0,0,0,1
ENSG00000298584,0,0,0,0,0,0,0,0
ENSG00000298585,8,7,8,3,4,4,10,3
ENSG00000298586,0,2,0,0,0,0,1,0
ENSG00000298587,0,0,0,0,0,0,0,0
ENSG00000298588,3,2,2,0,1,0,0,1
ENSG00000298589,0,0,0,0,0,0,0,0
ENSG00000298590,0,0,0,0,0,0,0,0
ENSG00000298591,0,0,2,0,0,0,0,0
ENSG00000298592,56,9,65,58,6,0,3,71
ENSG00000298593,0,2,0,0,0,0,1,0
ENSG00000298594,0,0,0,0,0,0,0,0
ENSG00000298595,0,0,0,0,0,0,0,0
ENSG00000298596,0,0,0,0,0,0,0,0
ENSG00000298597,0,0,0,0,0,0,0,0
ENSG00000298598,0,0,0,0,0,0,0,0
ENSG00000298599,0,0,0,0,0,0,0,0
ENSG00000298600,0,0,1,2,1,0,0,2
ENSG00000298601,0,0,0,0,0,0,0,0
ENSG00000298602,0,0,0,0,0,0,0,0
ENSG00000298603,1,0,0,0,0,0,0,0
ENSG00000298604,0,0,0,0,0,0,0,1
ENSG00000298605,0,0,0,0,0,0,0,0
ENSG00000298606,0,0,0,0,0,0,0,0
ENSG00000298607,0,0,0,0,0,0,0,0
ENSG00000298608,0,0,1,0,0,0,0,0
ENSG00000298609,18,3,11,7,3,2,6,18
ENSG00000298610,4,0,3,0,1,0,0,1
ENSG00000298611,0,0,0,2,2,0,2,0
ENSG00000298612,0,0,0,0,0,0,0,0
ENSG00000298613,0,0,0,0,0,0,0,0
ENSG00000298614,0,3,2,0,2,0,5,0
ENSG00000298615,0,0,0,0,0,0,0,0
ENSG00000298616,0,0,0,0,1,0,0,0
ENSG00000298617,0,0,0,0,0,0,0,0
ENSG00000298618,2,0,0,1,0,0,0,0
ENSG00000298619,0,2,0,0,0,5,3,0
ENSG00000298620,0,0,0,0,0,0,0,0
ENSG00000298621,0,0,0,0,0,1,0,0
ENSG00000298622,1,21,0,0,5,2,12,0
ENSG00000298623,0,0,0,0,0,0,0,0
ENSG00000298624,0,0,0,3,0,0,0,0
ENSG00000298625,0,0,0,0,0,0,0,0
ENSG00000298626,0,0,0,0,0,0,0,0
ENSG00000298627,1,0,1,1,0,0,0,0
ENSG00000298628,0,0,0,0,0,0,0,0
ENSG00000298629,1,0,0,2,0,0,0,1
ENSG00000298630,0,0,3,5,0,1,0,1
ENSG00000298631,0,0,0,0,1,0,0,0
ENSG00000298632,0,0,0,0,0,0,0,0
ENSG00000298633,0,0,0,0,0,0,0,0
ENSG00000298634,0,4,0,0,4,0,12,0
ENSG00000298635,0,0,0,0,0,0,0,0
ENSG00000298636,0,4,0,0,0,0,1,0
ENSG00000298637,0,0,0,1,0,0,0,0
ENSG00000298638,0,0,0,0,0,0,0,0
ENSG00000298639,12,15,8,12,3,6,18,4
ENSG00000298640,0,0,0,1,0,0,0,0
ENSG00000298641,0,0,0,0,0,0,0,0
ENSG00000298642,3,12,4,5,0,0,1,0
ENSG00000298643,0,0,1,0,0,0,0,2
ENSG00000298644,0,0,0,0,0,0,0,0
ENSG00000298645,0,0,0,0,0,0,0,0
ENSG00000298646,0,5,0,0,0,2,5,0
ENSG00000298647,0,0,0,0,0,0,1,0
ENSG00000298648,0,0,0,0,0,0,0,0
ENSG00000298649,5,0,0,1,0,0,0,0
ENSG00000298650,0,0,0,0,0,0,0,0
ENSG00000298651,0,0,0,0,0,0,1,0
ENSG00000298652,0,0,0,0,0,0,0,0
ENSG00000298653,0,0,0,0,0,0,0,0
ENSG00000298654,0,0,0,0,0,0,0,0
ENSG00000298655,0,2,0,0,0,0,0,0
ENSG00000298656,0,0,0,0,1,0,2,0
ENSG00000298657,0,0,0,0,0,0,0,0
ENSG00000298658,0,0,0,0,0,0,0,0
ENSG00000298659,0,0,0,0,0,0,0,0
ENSG00000298660,0,0,0,0,0,0,0,0
ENSG00000298661,0,0,0,0,0,0,0,0
ENSG00000298662,1,8,0,1,3,4,8,0
ENSG00000298663,0,1,1,2,0,0,0,1
ENSG00000298664,0,0,0,1,0,0,0,0
ENSG00000298665,43,1,23,16,0,1,1,33
ENSG00000298666,0,0,0,0,0,0,0,0
ENSG00000298667,8,0,10,7,1,0,0,7
ENSG00000298668,0,0,0,0,0,0,0,0
ENSG00000298669,0,4,1,0,1,0,6,2
ENSG00000298670,0,3,0,0,1,1,1,0
ENSG00000298671,0,0,0,0,0,0,0,0
ENSG00000298672,0,0,0,0,0,0,0,0
ENSG00000298673,0,0,0,0,0,0,0,0
ENSG00000298674,0,0,0,0,0,0,0,0
ENSG00000298675,0,0,0,0,0,0,0,0
ENSG00000298676,0,0,0,0,0,0,0,0
ENSG00000298677,0,0,0,0,0,0,0,0
ENSG00000298678,0,0,0,0,0,0,0,0
ENSG00000298679,0,0,0,0,0,0,0,0
ENSG00000298680,0,2,0,0,0,0,0,0
ENSG00000298681,18,1,31,49,0,0,0,34
ENSG00000298682,1,0,2,0,0,0,0,1
ENSG00000298683,0,0,0,0,0,0,0,0
ENSG00000298684,0,0,0,0,0,0,0,0
ENSG00000298685,1,0,0,0,0,0,0,0
ENSG00000298686,0,0,0,0,0,0,0,0
ENSG00000298687,0,0,0,0,0,0,0,0
ENSG00000298688,0,0,0,0,0,1,2,0
ENSG00000298689,0,0,0,0,0,0,0,0
ENSG00000298690,1,0,1,1,0,0,0,0
ENSG00000298691,0,0,0,2,0,0,0,2
ENSG00000298692,0,0,0,0,0,0,0,0
ENSG00000298693,0,0,0,0,0,0,0,0
ENSG00000298694,0,0,0,0,0,0,0,0
ENSG00000298695,0,0,0,0,0,0,0,0
ENSG00000298696,0,0,0,0,0,0,0,0
ENSG00000298697,0,0,0,0,0,0,0,0
ENSG00000298698,3,0,0,0,0,0,0,0
ENSG00000298699,0,0,0,0,0,0,0,0
ENSG00000298700,0,0,0,0,0,0,0,0
ENSG00000298701,0,0,0,0,0,0,0,0
ENSG00000298702,0,0,0,0,0,0,0,0
ENSG00000298703,0,0,0,0,0,0,0,0
ENSG00000298704,0,0,0,0,0,0,0,0
ENSG00000298705,0,0,0,0,0,0,0,0
ENSG00000298706,0,0,0,0,0,0,0,1
ENSG00000298707,1,1,1,1,0,0,0,7
ENSG00000298708,0,0,0,0,0,0,0,0
ENSG00000298709,0,0,0,0,0,0,0,0
ENSG00000298710,0,0,0,0,0,0,0,0
ENSG00000298711,0,0,0,0,0,0,0,0
ENSG00000298712,0,2,1,0,0,4,1,0
ENSG00000298713,0,0,0,0,0,0,0,0
ENSG00000298714,2,0,0,0,0,0,0,0
ENSG00000298715,0,0,0,0,0,0,0,0
ENSG00000298716,4,1,0,0,0,0,2,1
ENSG00000298717,0,3,0,0,0,0,1,0
ENSG00000298718,0,0,0,0,0,0,1,1
ENSG00000298719,16,7,17,42,2,2,4,33
ENSG00000298720,0,2,0,0,0,0,0,0
ENSG00000298721,0,0,0,0,0,0,0,0
ENSG00000298722,0,0,0,0,0,0,0,0
ENSG00000298723,8,5,10,22,1,1,0,31
ENSG00000298724,0,0,0,0,0,0,0,0
ENSG00000298725,0,0,0,1,0,0,0,0
ENSG00000298726,0,0,0,0,0,0,0,0
ENSG00000298727,0,0,0,0,0,0,0,0
ENSG00000298728,0,0,0,0,0,0,0,0
ENSG00000298729,2,1,1,0,0,0,1,0
ENSG00000298730,0,0,0,0,0,0,0,0
ENSG00000298731,0,0,0,0,0,0,0,0
ENSG00000298732,0,3,0,0,0,0,0,0
ENSG00000298733,4,0,6,3,0,0,0,2
ENSG00000298734,0,0,0,0,0,0,0,0
ENSG00000298735,0,0,0,0,0,0,0,0
ENSG00000298736,0,0,0,0,0,0,0,0
ENSG00000298737,0,0,0,0,0,0,0,0
ENSG00000298738,0,0,0,0,0,0,0,0
ENSG00000298739,0,0,0,0,0,0,0,0
ENSG00000298740,2,1,1,3,0,0,0,5
ENSG00000298741,0,4,0,0,1,1,2,0
ENSG00000298742,0,0,0,0,0,1,0,0
ENSG00000298743,0,0,0,0,0,0,0,0
ENSG00000298744,0,1,0,0,1,1,1,0
ENSG00000298745,0,0,0,0,0,0,0,0
ENSG00000298746,0,0,0,0,0,0,0,0
ENSG00000298747,0,0,1,1,0,1,0,0
ENSG00000298748,0,0,4,1,0,0,0,3
ENSG00000298749,0,0,0,0,0,0,0,0
ENSG00000298750,0,1,0,1,0,0,1,3
ENSG00000298751,416,0,324,307,0,0,0,339
ENSG00000298752,0,0,2,1,0,0,1,0
ENSG00000298753,0,0,0,0,0,0,0,0
ENSG00000298754,0,4,0,0,2,1,4,0
ENSG00000298755,0,0,0,0,0,0,0,0
ENSG00000298756,0,0,0,0,1,0,0,0
ENSG00000298757,0,0,0,0,0,0,0,0
ENSG00000298758,0,0,0,0,0,0,0,1
ENSG00000298759,1,0,1,4,0,0,0,3
ENSG00000298760,0,0,0,0,0,0,0,1
ENSG00000298761,0,0,0,0,0,0,0,0
ENSG00000298762,1,6,3,6,2,3,7,4
ENSG00000298763,2,1,3,3,1,0,0,0
ENSG00000298764,2,0,0,0,0,0,0,0
ENSG00000298765,0,0,0,0,0,0,0,0
ENSG00000298767,0,0,0,0,0,0,0,0
ENSG00000298768,0,0,0,0,0,0,0,0
ENSG00000298769,0,0,0,0,0,0,0,0
ENSG00000298770,0,0,0,0,1,2,3,0
ENSG00000298771,0,0,0,0,0,0,0,0
ENSG00000298772,0,0,0,0,0,0,0,0
ENSG00000298773,0,0,0,0,0,0,0,0
ENSG00000298774,0,0,2,2,0,0,0,0
ENSG00000298775,83,30,85,100,6,5,15,111
ENSG00000298776,0,1,0,0,0,0,2,0
ENSG00000298777,0,0,0,0,0,0,0,0
ENSG00000298778,0,0,0,0,0,0,0,0
ENSG00000298779,0,0,0,0,0,0,0,0
ENSG00000298780,0,0,0,0,0,0,0,0
ENSG00000298781,0,1,0,0,3,0,0,0
ENSG00000298782,0,0,0,0,0,0,0,0
ENSG00000298783,0,1,0,0,0,0,0,0
ENSG00000298784,2,5,3,0,1,1,3,0
ENSG00000298785,0,0,0,2,0,0,0,1
ENSG00000298786,0,0,0,0,0,0,0,0
ENSG00000298787,0,1,0,0,0,0,0,0
ENSG00000298788,14,25,7,20,6,5,14,27
ENSG00000298789,0,0,0,0,0,0,0,0
ENSG00000298790,0,0,1,1,0,0,0,0
ENSG00000298791,0,0,0,0,0,0,0,0
ENSG00000298792,0,0,0,0,0,0,0,0
ENSG00000298793,35,0,38,52,0,0,0,30
ENSG00000298794,0,0,0,0,0,0,0,0
ENSG00000298795,0,0,0,5,0,0,0,0
ENSG00000298796,0,5,3,2,1,3,5,2
ENSG00000298797,0,0,0,0,0,0,0,0
ENSG00000298798,0,0,0,0,0,0,0,0
ENSG00000298799,0,0,0,0,0,0,0,0
ENSG00000298800,0,0,0,0,0,0,0,0
ENSG00000298801,0,12,0,0,4,3,4,0
ENSG00000298802,0,0,0,0,0,0,0,0
ENSG00000298803,0,1,0,0,0,0,0,1
ENSG00000298804,0,0,0,0,0,1,0,0
ENSG00000298805,9,4,11,7,0,0,1,18
ENSG00000298806,0,0,3,1,0,0,0,0
ENSG00000298807,0,0,0,0,0,0,0,0
ENSG00000298808,0,0,0,0,0,0,0,0
ENSG00000298809,0,1,0,0,0,0,0,0
ENSG00000298810,0,0,0,0,0,0,0,1
ENSG00000298811,0,0,0,0,0,0,1,0
ENSG00000298812,0,0,0,0,0,0,0,0
ENSG00000298813,4,1,4,20,0,0,0,14
ENSG00000298814,0,0,0,0,0,0,0,0
ENSG00000298815,0,0,0,0,0,0,0,0
ENSG00000298816,0,0,0,0,0,0,0,0
ENSG00000298817,7,1,5,2,0,2,4,3
ENSG00000298818,2,1,1,6,1,1,1,10
ENSG00000298819,0,0,0,0,0,0,0,0
ENSG00000298820,0,1,0,0,0,0,0,0
ENSG00000298821,0,0,0,2,0,0,0,0
ENSG00000298822,0,0,0,0,0,0,0,0
ENSG00000298823,17,2,7,16,5,1,5,16
ENSG00000298824,0,0,0,2,0,0,0,5
ENSG00000298825,0,0,0,0,0,0,0,0
ENSG00000298826,0,0,0,0,0,0,0,0
ENSG00000298827,0,0,0,0,0,0,0,0
ENSG00000298828,0,0,0,0,0,0,0,0
ENSG00000298829,0,0,0,4,0,2,1,1
ENSG00000298830,0,0,0,0,0,0,0,0
ENSG00000298831,18,1,8,11,0,0,3,4
ENSG00000298832,0,0,0,0,0,0,0,0
ENSG00000298833,0,0,0,0,0,0,0,0
ENSG00000298834,0,5,0,3,2,1,13,0
ENSG00000298835,0,0,0,0,0,0,0,0
ENSG00000298836,0,19,0,0,6,5,16,0
ENSG00000298837,1,7,3,5,8,0,11,0
ENSG00000298838,0,0,0,0,0,0,0,0
ENSG00000298839,0,1,0,0,0,0,1,0
ENSG00000298840,0,1,0,0,0,0,0,0
ENSG00000298841,0,0,0,0,0,0,0,0
ENSG00000298842,0,0,0,0,0,0,0,0
ENSG00000298843,0,0,0,0,0,0,0,0
ENSG00000298844,0,0,0,0,0,0,0,0
ENSG00000298845,0,0,0,0,0,0,0,0
ENSG00000298846,0,0,0,0,0,0,0,0
ENSG00000298847,0,0,0,0,0,0,0,0
ENSG00000298849,0,6,0,1,1,2,6,5
ENSG00000298850,0,3,5,7,1,0,0,5
ENSG00000298851,0,0,0,0,0,0,0,0
ENSG00000298852,2,0,0,0,0,0,0,0
ENSG00000298853,0,1,0,0,0,0,2,0
ENSG00000298854,0,3,0,1,2,0,0,0
ENSG00000298855,0,0,0,0,0,0,0,3
ENSG00000298856,0,0,0,0,0,0,0,0
ENSG00000298857,0,1,1,0,0,0,0,0
ENSG00000298858,0,2,0,0,0,1,2,0
ENSG00000298859,1,7,2,1,4,2,6,3
ENSG00000298860,0,0,0,1,0,0,0,0
ENSG00000298861,0,0,0,0,0,0,0,0
ENSG00000298862,0,10,0,0,6,1,7,0
ENSG00000298863,1,0,1,5,0,0,0,3
ENSG00000298864,1,0,0,0,0,0,0,0
ENSG00000298865,5,0,5,5,0,0,0,2
ENSG00000298866,0,0,0,0,0,0,0,0
ENSG00000298868,0,0,0,0,0,0,0,0
ENSG00000298869,3,0,2,3,1,1,0,0
ENSG00000298870,0,0,0,0,1,0,8,0
ENSG00000298871,0,0,2,0,0,0,0,0
ENSG00000298872,1,0,0,0,0,1,0,3
ENSG00000298873,0,0,0,0,0,0,0,0
ENSG00000298874,0,0,0,0,0,0,0,0
ENSG00000298875,0,0,2,0,0,0,0,0
ENSG00000298876,0,0,0,0,0,0,0,0
ENSG00000298877,0,0,0,0,0,0,0,0
ENSG00000298878,3,0,4,7,0,0,1,5
ENSG00000298879,0,1,0,0,0,0,0,0
ENSG00000298880,0,0,0,0,0,0,0,0
ENSG00000298881,10,6,4,4,3,4,6,6
ENSG00000298882,0,0,0,0,0,0,0,0
ENSG00000298883,0,1,0,0,0,0,0,0
ENSG00000298884,0,0,0,0,0,0,0,0
ENSG00000298885,1,1,0,0,0,0,0,0
ENSG00000298886,0,1,1,0,0,0,1,3
ENSG00000298887,68,3,56,84,3,5,11,68
ENSG00000298888,0,0,0,0,0,0,0,0
ENSG00000298889,3,0,3,0,0,0,0,5
ENSG00000298890,10,1,10,12,2,1,0,8
ENSG00000298891,0,0,0,0,0,0,0,0
ENSG00000298892,0,0,0,0,0,0,0,0
ENSG00000298893,0,0,0,1,0,0,0,0
ENSG00000298894,0,0,0,0,0,0,0,0
ENSG00000298895,0,0,0,0,0,0,0,0
ENSG00000298896,0,0,0,0,0,0,0,0
ENSG00000298897,0,0,0,0,0,0,1,0
ENSG00000298898,0,0,0,0,0,0,0,0
ENSG00000298899,9,8,6,12,6,18,76,10
ENSG00000298900,0,0,0,0,0,0,0,0
ENSG00000298901,0,0,0,0,0,0,0,0
ENSG00000298902,0,0,0,0,0,0,0,0
ENSG00000298903,2,1,0,0,0,0,2,0
ENSG00000298904,0,7,0,1,5,2,7,2
ENSG00000298905,0,0,0,0,0,0,0,0
ENSG00000298906,0,0,0,0,0,0,0,0
